symbol,bidPrice,bidQty,askPrice,askQty
BTCUPUSDT,9.07500000,16.52000000,9.08200000,2.42000000
BTCDOWNUSDT,0.00399100,111104.56000000,0.00399500,54049.59000000
GXSUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ARDRUSDT,0.10220000,1506.00000000,0.10230000,6789.00000000
ERDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LENDUSDT,0.00000000,0.00000000,0.00000000,0.00000000
HBARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
MATICBUSD,0.76610000,391.50000000,0.76640000,980.60000000
WRXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ZILBUSD,0.00000000,0.00000000,0.00000000,0.00000000
MDTBNB,0.00000000,0.00000000,0.00000000,0.00000000
MDTBTC,0.00000129,232292.00000000,0.00000131,213320.00000000
MDTUSDT,0.04791000,314.30000000,0.04795000,10041.70000000
STMXBTC,0.00000000,0.00000000,0.00000000,0.00000000
STMXETH,0.00000000,0.00000000,0.00000000,0.00000000
STMXUSDT,0.00793600,69925.00000000,0.00793700,948.00000000
KNCBUSD,0.00000000,0.00000000,0.00000000,0.00000000
KNCUSDT,0.75800000,36239.70000000,0.75900000,35.80000000
REPBUSD,0.00000000,0.00000000,0.00000000,0.00000000
REPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
LRCBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LRCUSDT,0.21230000,4252.00000000,0.21250000,3773.00000000
IQBNB,0.00000000,0.00000000,0.00000000,0.00000000
IQBUSD,0.00000000,0.00000000,0.00000000,0.00000000
PNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
PNTUSDT,0.18900000,567.00000000,0.18940000,33.00000000
BTCGBP,29581.98000000,0.00426000,29593.61000000,0.00034000
ETHGBP,1593.35000000,0.00530000,1593.96000000,0.00530000
XRPGBP,0.48150000,2179.00000000,0.48230000,421.00000000
BNBGBP,209.40000000,0.76500000,209.80000000,0.66900000
GBPBUSD,0.00000000,0.00000000,0.00000000,0.00000000
DGBBTC,0.00000020,50644023.00000000,0.00000021,10969341.00000000
DGBBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BTCUAH,1519717.00000000,0.03367000,1520636.00000000,0.05014000
USDTUAH,41.19000000,257.00000000,41.20000000,317.00000000
COMPBTC,0.00135700,9.19800000,0.00136000,2.10000000
COMPBNB,0.00000000,0.00000000,0.00000000,0.00000000
COMPBUSD,0.00000000,0.00000000,0.00000000,0.00000000
COMPUSDT,50.09000000,19.95600000,50.10000000,1.30100000
BTCBIDR,567623886.00,0.00513000,568172496.00,0.00542000
ETHBIDR,30555444.00,0.14140000,30620031.00,0.07050000
BNBBIDR,0.00,0.00000000,0.00,0.00000000
BUSDBIDR,15385.00,1308.10000000,15399.00,199.90000000
USDTBIDR,15393.00,43.60000000,15399.00,172.10000000
BKRWUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BKRWBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SCUSDT,0.00464800,18187.00000000,0.00465100,1617.00000000
ZENUSDT,10.16000000,19.68000000,10.17000000,613.39000000
SXPBTC,0.00000944,128.20000000,0.00000945,2623.20000000
SXPBNB,0.00133000,200.70000000,0.00133500,529.40000000
SXPBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SNXBTC,0.00008800,0.20000000,0.00008810,2454.70000000
SNXBNB,0.01237000,905.20000000,0.01243000,1468.90000000
SNXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SNXUSDT,3.24200000,387.80000000,3.24300000,69.40000000
ETHUPUSDT,5.43600000,27.57000000,5.44600000,164.91000000
ETHDOWNUSDT,0.17350000,5486.49000000,0.17400000,1801.55000000
ADAUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ADADOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
LINKUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
LINKDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
VTHOBNB,0.00000000,0.00000000,0.00000000,0.00000000
VTHOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
VTHOUSDT,0.00135000,37133.00000000,0.00135100,675050.00000000
DCRBUSD,0.00000000,0.00000000,0.00000000,0.00000000
DGBUSDT,0.00771000,963804.70000000,0.00773000,362731.10000000
GBPUSDT,1.24600000,480.00000000,1.24700000,842.90000000
STORJBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SXPUSDT,0.34780000,2194.80000000,0.34810000,2911.20000000
IRISBNB,0.00000000,0.00000000,0.00000000,0.00000000
IRISBTC,0.00000054,660063.00000000,0.00000055,53172.00000000
IRISBUSD,0.00000000,0.00000000,0.00000000,0.00000000
MKRBNB,0.00000000,0.00000000,0.00000000,0.00000000
MKRBTC,0.03887000,0.13940000,0.03891000,0.10800000
MKRUSDT,1434.00000000,6.89320000,1435.00000000,9.37080000
MKRBUSD,0.00000000,0.00000000,0.00000000,0.00000000
DAIBNB,0.00000000,0.00000000,0.00000000,0.00000000
DAIBTC,0.00000000,0.00000000,0.00000000,0.00000000
DAIUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DAIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
RUNEBNB,0.02030000,0.80000000,0.02036600,177.50000000
RUNEBTC,0.00014386,36.20000000,0.00014405,94.00000000
RUNEBUSD,5.31000000,214.00000000,5.31400000,37.60000000
MANABUSD,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBUSD,0.07553000,20393.00000000,0.07554000,19324.00000000
LENDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ZRXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
DCRUSDT,14.90000000,3.18300000,14.93000000,1.66800000
STORJUSDT,0.69680000,35.00000000,0.69720000,311.00000000
XRPBKRW,0.00000000,0.00000000,0.00000000,0.00000000
ADABKRW,0.00000000,0.00000000,0.00000000,0.00000000
BTCAUD,0.00000000,0.00000000,0.00000000,0.00000000
ETHAUD,0.00000000,0.00000000,0.00000000,0.00000000
AUDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
FIOBNB,0.00000000,0.00000000,0.00000000,0.00000000
FIOBTC,0.00000058,164090.00000000,0.00000059,38012.00000000
FIOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BNBUPUSDT,27.43000000,0.76000000,27.50000000,7.20000000
BNBDOWNUSDT,0.00997000,2216.32000000,0.00999000,98700.01000000
XTZUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XTZDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
AVABNB,0.00000000,0.00000000,0.00000000,0.00000000
AVABTC,0.00001440,96.60000000,0.00001442,39.00000000
AVABUSD,0.00000000,0.00000000,0.00000000,0.00000000
USDTBKRW,0.00000000,0.00000000,0.00000000,0.00000000
BUSDBKRW,0.00000000,0.00000000,0.00000000,0.00000000
IOTABUSD,0.00000000,0.00000000,0.00000000,0.00000000
MANAUSDT,0.40570000,49.00000000,0.40590000,2951.00000000
XRPAUD,0.00000000,0.00000000,0.00000000,0.00000000
BNBAUD,0.00000000,0.00000000,0.00000000,0.00000000
AUDUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BALBNB,0.00000000,0.00000000,0.00000000,0.00000000
BALBTC,0.00009760,170.34000000,0.00009800,291.72000000
BALBUSD,0.00000000,0.00000000,0.00000000,0.00000000
YFIBNB,0.00000000,0.00000000,0.00000000,0.00000000
YFIBTC,0.21870000,0.01492000,0.21890000,0.00964000
YFIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
YFIUSDT,8069.00000000,0.02869000,8076.00000000,0.02874000
BLZBUSD,0.00000000,0.00000000,0.00000000,0.00000000
KMDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BALUSDT,3.60100000,71.44000000,3.60600000,46.98000000
BLZUSDT,0.23870000,3916.00000000,0.23890000,7669.00000000
IRISUSDT,0.02026000,1485.00000000,0.02029000,1700.00000000
KMDUSDT,0.24710000,4439.00000000,0.24720000,227.00000000
BTCDAI,36895.71000000,0.02710000,36895.72000000,0.02710000
ETHDAI,1986.40000000,0.55680000,1988.45000000,2.16520000
BNBDAI,261.20000000,1.86000000,261.60000000,1.91400000
USDTDAI,1.00030000,29973.90000000,1.00040000,9996.70000000
BUSDDAI,1.00000000,21.70000000,1.00020000,1727.50000000
JSTBNB,0.00000000,0.00000000,0.00000000,0.00000000
JSTBTC,0.00000085,19304.00000000,0.00000086,498448.00000000
JSTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
JSTUSDT,0.03139000,111018.50000000,0.03140000,26132.10000000
SRMBNB,0.00000000,0.00000000,0.00000000,0.00000000
SRMBTC,0.00000000,0.00000000,0.00000000,0.00000000
SRMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SRMUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ANTBNB,0.01933000,19.80000000,0.01939000,2.10000000
ANTBTC,0.00013702,10.00000000,0.00013761,24.80000000
ANTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ANTUSDT,5.05800000,1.10000000,5.06100000,17.20000000
CRVBNB,0.00000000,0.00000000,0.00000000,0.00000000
CRVBTC,0.00001524,1617.30000000,0.00001525,20.20000000
CRVBUSD,0.00000000,0.00000000,0.00000000,0.00000000
CRVUSDT,0.56250000,20170.70000000,0.56260000,3840.00000000
SANDBNB,0.00150600,18.00000000,0.00150800,530.00000000
SANDBTC,0.00001067,5626.00000000,0.00001068,526.00000000
SANDUSDT,0.39370000,18.00000000,0.39380000,7463.00000000
SANDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
OCEANBNB,0.00179300,347.00000000,0.00179600,494.00000000
OCEANBTC,0.00001271,482.00000000,0.00001272,977.00000000
OCEANBUSD,0.00000000,0.00000000,0.00000000,0.00000000
OCEANUSDT,0.46890000,54.00000000,0.46900000,295.00000000
NMRBTC,0.00041300,8.02000000,0.00041500,17.01000000
NMRBUSD,0.00000000,0.00000000,0.00000000,0.00000000
NMRUSDT,15.24000000,25.04000000,15.26000000,47.41000000
DOTBNB,0.01964000,16.79000000,0.01966000,55.94000000
DOTBTC,0.00013910,1880.48000000,0.00013930,884.11000000
DOTBUSD,5.13300000,183.28000000,5.13900000,38.94000000
DOTUSDT,5.13300000,1.42000000,5.13400000,574.77000000
LUNABNB,0.00000000,0.00000000,0.00000000,0.00000000
LUNABTC,0.00000000,0.00000000,0.00000000,0.00000000
LUNABUSD,0.60300000,932.89000000,0.60370000,199.02000000
LUNAUSDT,0.60320000,39.44000000,0.60330000,392.58000000
IDEXBTC,0.00000147,83441.00000000,0.00000148,15613.00000000
IDEXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
RSRBNB,0.00000000,0.00000000,0.00000000,0.00000000
RSRBTC,0.00000000,0.00000000,0.00000000,0.00000000
RSRBUSD,0.00000000,0.00000000,0.00000000,0.00000000
RSRUSDT,0.00239100,2728.10000000,0.00239200,190073.70000000
PAXGBNB,7.55500000,0.22280000,7.58700000,0.00090000
PAXGBTC,0.05367000,0.06430000,0.05374000,0.35280000
PAXGBUSD,0.00000000,0.00000000,0.00000000,0.00000000
PAXGUSDT,1981.00000000,5.66580000,1982.00000000,0.64930000
WNXMBNB,0.00000000,0.00000000,0.00000000,0.00000000
WNXMBTC,0.00000000,0.00000000,0.00000000,0.00000000
WNXMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
WNXMUSDT,39.93000000,0.60000000,40.01000000,1.10000000
TRBBNB,0.00000000,0.00000000,0.00000000,0.00000000
TRBBTC,0.00241490,6.23000000,0.00241840,10.52000000
TRBBUSD,89.13000000,0.53000000,89.23000000,4.55000000
TRBUSDT,89.09000000,0.69000000,89.12000000,2.24000000
ETHNGN,767360.00000000,0.48933000,809990.00000000,0.02000000
DOTBIDR,0.00,0.00000000,0.00,0.00000000
LINKAUD,0.00000000,0.00000000,0.00000000,0.00000000
SXPAUD,0.00000000,0.00000000,0.00000000,0.00000000
BZRXBNB,0.00000000,0.00000000,0.00000000,0.00000000
BZRXBTC,0.00000000,0.00000000,0.00000000,0.00000000
BZRXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BZRXUSDT,0.00000000,0.00000000,0.00000000,0.00000000
WBTCBTC,0.99830000,0.10224000,0.99840000,1.11460000
WBTCETH,18.52000000,0.01958000,18.55000000,0.02859000
SUSHIBNB,0.00000000,0.00000000,0.00000000,0.00000000
SUSHIBTC,0.00002806,565.40000000,0.00002809,892.20000000
SUSHIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SUSHIUSDT,1.03500000,6312.10000000,1.03600000,7676.50000000
YFIIBNB,0.00000000,0.00000000,0.00000000,0.00000000
YFIIBTC,0.00000000,0.00000000,0.00000000,0.00000000
YFIIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
YFIIUSDT,0.00000000,0.00000000,0.00000000,0.00000000
KSMBNB,0.00000000,0.00000000,0.00000000,0.00000000
KSMBTC,0.00064200,9.61900000,0.00064400,12.86200000
KSMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
KSMUSDT,23.68000000,3.88600000,23.69000000,141.52000000
EGLDBNB,0.16330000,9.86000000,0.16380000,6.64000000
EGLDBTC,0.00115700,47.22000000,0.00115800,4.76000000
EGLDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EGLDUSDT,42.69000000,0.38000000,42.70000000,3.36000000
DIABNB,0.00000000,0.00000000,0.00000000,0.00000000
DIABTC,0.00000776,228.50000000,0.00000780,219.50000000
DIABUSD,0.00000000,0.00000000,0.00000000,0.00000000
DIAUSDT,0.28690000,94.10000000,0.28730000,384.80000000
RUNEUSDT,5.30900000,1.90000000,5.31200000,133.20000000
FIOUSDT,0.02165000,3623.00000000,0.02169000,2000.00000000
UMABTC,0.00004778,113.30000000,0.00004803,113.30000000
UMAUSDT,1.76300000,981.10000000,1.76600000,477.80000000
EOSUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
TRXUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
TRXDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DOTUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DOTDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
SRMBIDR,0.00,0.00000000,0.00,0.00000000
ONEBIDR,0.00,0.00000000,0.00,0.00000000
LINKTRY,409.00000000,56.99000000,409.70000000,36.65000000
USDTNGN,1141.10000000,16.30000000,1141.20000000,100.00000000
BELBNB,0.00000000,0.00000000,0.00000000,0.00000000
BELBTC,0.00001647,100.00000000,0.00001652,334.30000000
BELBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BELUSDT,0.60790000,60.00000000,0.60830000,131.00000000
WINGBNB,0.00000000,0.00000000,0.00000000,0.00000000
WINGBTC,0.00018160,53.02000000,0.00018200,47.27000000
SWRVBNB,0.00000000,0.00000000,0.00000000,0.00000000
SWRVBUSD,0.00000000,0.00000000,0.00000000,0.00000000
WINGBUSD,0.00000000,0.00000000,0.00000000,0.00000000
WINGUSDT,6.71000000,349.21000000,6.72000000,753.22000000
LTCUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
LTCDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
LENDBKRW,0.00000000,0.00000000,0.00000000,0.00000000
SXPEUR,0.00000000,0.00000000,0.00000000,0.00000000
CREAMBNB,0.00000000,0.00000000,0.00000000,0.00000000
CREAMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
UNIBNB,0.01930000,34.73000000,0.01933000,54.64000000
UNIBTC,0.00013680,128.60000000,0.00013700,493.61000000
UNIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
UNIUSDT,5.04700000,3.26000000,5.04800000,64.37000000
NBSBTC,0.00000000,0.00000000,0.00000000,0.00000000
NBSUSDT,0.00000000,0.00000000,0.00000000,0.00000000
OXTBTC,0.00000204,18998.00000000,0.00000205,38973.00000000
OXTUSDT,0.07530000,4359.00000000,0.07540000,72326.00000000
SUNBTC,0.00000000,0.00000000,0.00000000,0.00000000
SUNUSDT,0.00584000,180003.00000000,0.00585000,232150.00000000
AVAXBNB,0.08392000,9.13000000,0.08428000,23.93000000
AVAXBTC,0.00059590,4.21000000,0.00059600,11.68000000
AVAXBUSD,21.98000000,1.48000000,22.00000000,73.21000000
AVAXUSDT,21.97000000,809.75000000,21.98000000,171.88000000
HNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
HNTUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BAKEBNB,0.00056110,985.00000000,0.00056530,1358.40000000
BURGERBNB,0.00000000,0.00000000,0.00000000,0.00000000
SXPBIDR,0.00,0.00000000,0.00,0.00000000
LINKBKRW,0.00000000,0.00000000,0.00000000,0.00000000
FLMBNB,0.00000000,0.00000000,0.00000000,0.00000000
FLMBTC,0.00000216,2246.00000000,0.00000217,37347.00000000
FLMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
FLMUSDT,0.07970000,3217.00000000,0.07980000,30763.00000000
SCRTBTC,0.00000957,1213.60000000,0.00000960,1184.60000000
SCRTETH,0.00017770,345.00000000,0.00017810,345.00000000
CAKEBNB,0.00983300,63.66000000,0.00986000,52.00000000
CAKEBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SPARTABNB,0.00000000,0.00000000,0.00000000,0.00000000
UNIUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
UNIDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ORNBTC,0.00001708,43.20000000,0.00001715,5.90000000
ORNUSDT,0.63260000,12.70000000,0.63270000,474.10000000
TRXNGN,15.20000000,46.50000000,50.00000000,129.00000000
SXPTRY,10.12600000,4333.70000000,10.15200000,993.80000000
UTKBTC,0.00000185,12493.00000000,0.00000187,14763.00000000
UTKUSDT,0.06860000,4096.00000000,0.06870000,2453.00000000
XVSBNB,0.02712000,19.12000000,0.02724000,28.10000000
XVSBTC,0.00019230,2.04000000,0.00019330,2.92000000
XVSBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XVSUSDT,7.10000000,448.31000000,7.11000000,191.72000000
ALPHABNB,0.00000000,0.00000000,0.00000000,0.00000000
ALPHABTC,0.00000254,21317.00000000,0.00000255,252.00000000
ALPHABUSD,0.00000000,0.00000000,0.00000000,0.00000000
ALPHAUSDT,0.09390000,25119.00000000,0.09400000,5388.00000000
VIDTBTC,0.00000060,364839.00000000,0.00000061,149141.00000000
VIDTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AAVEBNB,0.33880000,2.25900000,0.33890000,0.67000000
BTCBRL,181594.00000000,0.01395000,181613.00000000,0.08133000
USDTBRL,4.92300000,22447.90000000,4.92400000,2000.00000000
AAVEBTC,0.00239800,11.66600000,0.00240100,11.66500000
AAVEETH,0.04453000,2.25900000,0.04458000,3.68500000
AAVEBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AAVEUSDT,88.48000000,0.39200000,88.49000000,3.86800000
AAVEBKRW,0.00000000,0.00000000,0.00000000,0.00000000
NEARBNB,0.00730400,104.50000000,0.00732300,104.60000000
NEARBTC,0.00005176,11.50000000,0.00005179,104.60000000
NEARBUSD,1.91000000,9.90000000,1.91200000,598.20000000
NEARUSDT,1.90900000,680.90000000,1.91000000,1257.30000000
SXPUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
SXPDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DOTBKRW,0.00000000,0.00000000,0.00000000,0.00000000
SXPGBP,0.00000000,0.00000000,0.00000000,0.00000000
FILBNB,0.01720000,20.23000000,0.01722000,34.71000000
FILBTC,0.00012190,140.50000000,0.00012200,118.31000000
FILBUSD,4.49800000,52.76000000,4.50100000,82.85000000
FILUSDT,4.49700000,197.50000000,4.49800000,368.33000000
FILUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
FILDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
YFIUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
YFIDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
INJBNB,0.05880000,9.10000000,0.05889000,13.00000000
INJBTC,0.00041650,12.70000000,0.00041700,83.80000000
INJBUSD,15.36500000,21.10000000,15.39000000,12.80000000
INJUSDT,15.36500000,2.70000000,15.37000000,12.90000000
AERGOBTC,0.00000444,724.00000000,0.00000447,2648.00000000
AERGOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LINKEUR,12.87800000,0.63000000,12.88100000,2.14000000
ONEBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EASYETH,0.00000000,0.00000000,0.00000000,0.00000000
AUDIOBTC,0.00000492,4841.40000000,0.00000493,2261.80000000
AUDIOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AUDIOUSDT,0.18160000,539.70000000,0.18170000,12818.30000000
CTKBNB,0.00183800,244.10000000,0.00185000,1038.40000000
CTKBTC,0.00001303,51.70000000,0.00001307,1037.40000000
CTKBUSD,0.00000000,0.00000000,0.00000000,0.00000000
CTKUSDT,0.48100000,1741.90000000,0.48200000,26572.70000000
BCHUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BCHDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BOTBTC,0.00000000,0.00000000,0.00000000,0.00000000
BOTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBRL,9785.62000000,0.00030000,9785.63000000,1.35360000
DOTEUR,4.70400000,3.26000000,4.70500000,10.00000000
AKROBTC,0.00000000,0.00000000,0.00000000,0.00000000
AKROUSDT,0.00582000,1286513.00000000,0.00583000,100133.00000000
KP3RBNB,0.00000000,0.00000000,0.00000000,0.00000000
KP3RBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AXSBNB,0.02262000,33.61000000,0.02267000,10.28000000
AXSBTC,0.00016050,7.01000000,0.00016060,172.57000000
AXSBUSD,5.92000000,302.47000000,5.93000000,87.53000000
AXSUSDT,5.91000000,2906.26000000,5.92000000,337.24000000
HARDBNB,0.00000000,0.00000000,0.00000000,0.00000000
HARDBTC,0.00000402,4501.00000000,0.00000405,8399.00000000
HARDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
HARDUSDT,0.14860000,13834.00000000,0.14870000,1703.00000000
BNBBRL,1286.00000000,2.07300000,1287.00000000,0.58100000
LTCEUR,63.46000000,4.23000000,63.47000000,2.96400000
RENBTCBTC,0.00000000,0.00000000,0.00000000,0.00000000
RENBTCETH,0.00000000,0.00000000,0.00000000,0.00000000
DNTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
DNTUSDT,0.00000000,0.00000000,0.00000000,0.00000000
SLPETH,0.00000121,1080010.00000000,0.00000123,2782488.00000000
ADAEUR,0.34010000,845.60000000,0.34040000,662.70000000
LTCNGN,20556.00000000,0.09014000,255382.00000000,0.00200000
CVPETH,0.00000000,0.00000000,0.00000000,0.00000000
CVPBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STRAXBTC,0.00002536,5785.60000000,0.00002541,318.60000000
STRAXETH,0.00000000,0.00000000,0.00000000,0.00000000
STRAXBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STRAXUSDT,0.93600000,8711.70000000,0.93800000,12591.80000000
FORBTC,0.00000051,657157.00000000,0.00000052,85824.00000000
FORBUSD,0.00000000,0.00000000,0.00000000,0.00000000
UNFIBNB,0.00000000,0.00000000,0.00000000,0.00000000
UNFIBTC,0.00024910,45.10000000,0.00024960,8.80000000
UNFIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
UNFIUSDT,9.19000000,14.10000000,9.19100000,91.70000000
FRONTETH,0.00000000,0.00000000,0.00000000,0.00000000
FRONTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCHABUSD,0.00000000,0.00000000,0.00000000,0.00000000
ROSEBTC,0.00000186,386682.00000000,0.00000187,12404.00000000
ROSEBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ROSEUSDT,0.06878000,109.70000000,0.06881000,2022.60000000
AVAXTRY,640.00000000,0.65000000,640.30000000,345.87000000
BUSDBRL,4.92200000,0.40000000,4.92300000,31.40000000
AVAUSDT,0.53100000,121.40000000,0.53200000,1430.30000000
SYSBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XEMUSDT,0.03593000,1074.00000000,0.03596000,209.00000000
HEGICETH,0.00000000,0.00000000,0.00000000,0.00000000
HEGICBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AAVEUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
AAVEDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
PROMBNB,0.00000000,0.00000000,0.00000000,0.00000000
PROMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBRL,2.95700000,499.00000000,2.95900000,836.00000000
XRPNGN,165.00000000,5.15000000,1280.00000000,20.00000000
SKLBTC,0.00000145,144242.00000000,0.00000146,111.00000000
SKLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SKLUSDT,0.05379000,141.00000000,0.05382000,139.00000000
BCHEUR,211.30000000,0.32900000,211.40000000,2.17400000
YFIEUR,0.00000000,0.00000000,0.00000000,0.00000000
ZILBIDR,0.00,0.00000000,0.00,0.00000000
SUSDBTC,0.00000000,0.00000000,0.00000000,0.00000000
SUSDETH,0.00000000,0.00000000,0.00000000,0.00000000
SUSDUSDT,0.00000000,0.00000000,0.00000000,0.00000000
COVERETH,0.00000000,0.00000000,0.00000000,0.00000000
COVERBUSD,0.00000000,0.00000000,0.00000000,0.00000000
GLMBTC,0.00000659,410.00000000,0.00000660,12943.00000000
GLMETH,0.00000000,0.00000000,0.00000000,0.00000000
GHSTETH,0.00000000,0.00000000,0.00000000,0.00000000
GHSTBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SUSHIUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
SUSHIDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XLMUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XLMDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000
LINKBRL,69.18000000,43.22000000,69.39000000,12.48000000
LINKNGN,0.00000000,0.00000000,0.00000000,0.00000000
LTCRUB,0.00000000,0.00000000,0.00000000,0.00000000
TRXTRY,2.91060000,2347.00000000,2.91190000,12011.00000000
XLMEUR,0.10740000,3882.00000000,0.10760000,6475.00000000
DFETH,0.00000000,0.00000000,0.00000000,0.00000000
DFBUSD,0.00000000,0.00000000,0.00000000,0.00000000
GRTBTC,0.00000367,1998.00000000,0.00000368,25988.00000000
GRTETH,0.00006810,4753.00000000,0.00006830,9160.00000000
GRTUSDT,0.13540000,67358.00000000,0.13550000,1321.00000000
JUVBTC,0.00000000,0.00000000,0.00000000,0.00000000
JUVBUSD,0.00000000,0.00000000,0.00000000,0.00000000
JUVUSDT,2.48500000,541.10000000,2.48600000,70.31000000
PSGBTC,0.00008370,85.72000000,0.00008380,2.40000000
PSGBUSD,0.00000000,0.00000000,0.00000000,0.00000000
PSGUSDT,3.09100000,2.50000000,3.09400000,196.29000000
BUSDBVND,0.00,0.00000000,0.00,0.00000000
USDTBVND,0.00,0.00000000,0.00,0.00000000
1INCHBTC,0.00000937,225.80000000,0.00000938,1813.90000000
1INCHUSDT,0.34560000,34.10000000,0.34570000,895.80000000
REEFBTC,0.00000000,0.00000000,0.00000000,0.00000000
REEFUSDT,0.00157800,936611.00000000,0.00158000,763984.00000000
OGBTC,0.00012430,41.80000000,0.00012470,119.70000000
OGUSDT,4.59100000,12.50000000,4.59300000,14.40000000
ATMBTC,0.00000000,0.00000000,0.00000000,0.00000000
